GalleryNumber,accessionNumber,accessionYear,additionalImages,artistAlphaSort,artistBeginDate,artistDisplayBio,artistDisplayName,artistEndDate,artistGender,artistNationality,artistPrefix,artistRole,artistSuffix,artistULAN_URL,artistWikidata_URL,city,classification,constituents,country,county,creditLine,culture,department,dimensions,dynasty,excavation,geographyType,isHighlight,isPublicDomain,isTimelineWork,linkResource,locale,locus,measurements,medium,metadataDate,objectBeginDate,objectDate,objectEndDate,objectID,objectName,objectURL,objectWikidata_URL,period,portfolio,primaryImage,primaryImageSmall,region,reign,repository,rightsAndReproduction,river,state,subregion,tags,title
526,"41.190.59a, b",1941,"[""https://images.metmuseum.org/CRDImages/es/original/DP222890.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP170885.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP170886.jpg""]",,,,,,,,,,,,,,Natural Substances-Ivory,,,,"Bequest of George Blumenthal, 1941",,European Sculpture and Decorative Arts,H. 15 x W. 9 x D. 6-1/2 in.  (38.1 x 22.9 x 16.5 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Depth"": 16.5, ""Height"": 38.1, ""Width"": 22.9}}]",Ivory and gilt bronze,2025-01-31T04:54:36.6Z,1781,ca. 1786,1791,198933,Vase with cover,https://www.metmuseum.org/art/collection/search/198933,https://www.wikidata.org/wiki/Q116310358,,,https://images.metmuseum.org/CRDImages/es/original/DP170887.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP170887.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,,Vase with cover (Vase en ivoire) (one of a pair)
535,41.100.24,1941,"[""https://images.metmuseum.org/CRDImages/es/original/DP255026.jpg""]",,,,,,,,,,,,,,Enamels,,,,"Gift of George Blumenthal, 1941",,European Sculpture and Decorative Arts,L. 35 in. (88.9 cm.); W. 1 in. (2.5 cm.),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Depth"": 88.9, ""Width"": 2.5}}]","Champlevé enamel on brass, partially gilded",2025-01-31T04:54:36.6Z,1600,first half 17th century,1650,198731,Baldric,https://www.metmuseum.org/art/collection/search/198731,https://www.wikidata.org/wiki/Q116310653,,,https://images.metmuseum.org/CRDImages/es/original/DP253681.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP253681.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,,Baldric
552,42.23.2,1942,"[""https://images.metmuseum.org/CRDImages/es/original/DP370292.jpg""]","Houdon, Jean Antoine",1741,"French, Versailles 1741–1828 Paris",Jean Antoine Houdon,1828,,French,After a composition by,Artist,,http://vocab.getty.edu/page/ulan/500003939,https://www.wikidata.org/wiki/Q318741,,Sculpture,"[{""constituentID"": 164278, ""role"": ""Artist"", ""name"": ""After a composition by Jean Antoine Houdon"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500003939"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q318741"", ""gender"": """"}]",,,"Bequest of Bertha H. Buswell, 1941",,European Sculpture and Decorative Arts,Height (bust): 14 1/2 in. (36.8 cm); Height (with socle): 19 1/2 in. (49.5 cm),,,,False,True,True,,,,"[{""elementName"": ""Height"", ""elementDescription"": ""with socle"", ""elementMeasurements"": {""Height"": 49.530098}}, {""elementName"": ""Height"", ""elementDescription"": ""bust"", ""elementMeasurements"": {""Height"": 36.830074}}]",Plaster,2025-01-31T04:54:36.6Z,1774,first modeled ca. 1779–80,1785,199036,Bust,https://www.metmuseum.org/art/collection/search/199036,https://www.wikidata.org/wiki/Q116374068,,,https://images.metmuseum.org/CRDImages/es/original/DP368651.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP368651.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Girls"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300247581"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q3031""}, {""term"": ""Portraits"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300015637"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q134307""}]",Young girl identified as Anne Audéoud of Geneva (1776–1840)
535,"41.190.57, .58",1941,,,,,,,,,,,,,,,Metalwork-Gilt Bronze,,,,"Bequest of George Blumenthal, 1941",,European Sculpture and Decorative Arts,Each H. 15 in.  (38.1 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 38.1}}]","Gilt bronze, gilt brass, partially enameled silver",2025-01-31T04:54:36.6Z,1600,17th century,1699,198932,Candlesticks,https://www.metmuseum.org/art/collection/search/198932,https://www.wikidata.org/wiki/Q116310362,,,"https://images.metmuseum.org/CRDImages/es/original/sf41_190_57,58.jpg","https://images.metmuseum.org/CRDImages/es/web-large/sf41_190_57,58.jpg",,,"Metropolitan Museum of Art, New York, NY",,,,,,Pair of candlesticks
546,41.205.2,1941,"[""https://images.metmuseum.org/CRDImages/es/original/DP158383.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP105677.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP105678.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP158815.jpg""]",Sené Jean-Baptiste-Claude,1748,1748–1803,Jean-Baptiste-Claude Sené,1803,,,,Maker,,http://vocab.getty.edu/page/ulan/500017667,https://www.wikidata.org/wiki/Q3163770,,Woodwork-Furniture,"[{""constituentID"": 34112, ""role"": ""Maker"", ""name"": ""Jean-Baptiste-Claude Sené"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500017667"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q3163770"", ""gender"": """"}, {""constituentID"": 36401, ""role"": ""Maker"", ""name"": ""painted and gilded by Louis-François Chatard"", ""constituentULAN_URL"": """", ""constituentWikidata_URL"": """", ""gender"": """"}]",,,"Gift of Ann Payne Blumenthal, 1941",,European Sculpture and Decorative Arts,Overall: 39 × 27 1/4 × 25 1/4 in. (99.1 × 69.2 × 64.1 cm),,,,False,True,True,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Depth"": 64.13513, ""Height"": 99.060196, ""Width"": 69.21514}}]","Carved, painted and gilded walnut; modern cotton twill embroidered in silk",2025-01-31T04:54:36.6Z,1783,ca. 1788,1793,199033,Armchair,https://www.metmuseum.org/art/collection/search/199033,https://www.wikidata.org/wiki/Q116310084,,,https://images.metmuseum.org/CRDImages/es/original/DP158384.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP158384.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,,Armchair (bergère) (part of a set)
544,"41.100.87, .88",1941,,"Ducerceau, Jean-Antoine",1670,"French, 1670–1730",Pere Jean-Antoine Ducerceau,1730,,French,Possibly after a design by,Designer,,,,,Metalwork-Bronze,"[{""constituentID"": 90651, ""role"": ""Designer"", ""name"": ""Possibly after a design by Pere Jean-Antoine Ducerceau"", ""constituentULAN_URL"": """", ""constituentWikidata_URL"": """", ""gender"": """"}]",,,"Gift of George Blumenthal, 1941",,European Sculpture and Decorative Arts,Height (each): 41 1/4 in. (104.8 cm),,,,False,True,False,,,,"[{""elementName"": ""Height"", ""elementDescription"": ""each"", ""elementMeasurements"": {""Height"": 104.77521}}]",Bronze,2023-02-07T04:46:51.34Z,1585,late 16th–early 17th century,1615,198750,Andirons,https://www.metmuseum.org/art/collection/search/198750,https://www.wikidata.org/wiki/Q116310618,,,https://images.metmuseum.org/CRDImages/es/original/124852.jpg,https://images.metmuseum.org/CRDImages/es/web-large/124852.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,,Pair of andirons
544,41.190.447,1941,"[""https://images.metmuseum.org/CRDImages/es/original/130183.jpg""]",,,,,,,,,,,,,,Glass-Stained,,,,"Bequest of George Blumenthal, 1941",,European Sculpture and Decorative Arts,"Overall: 30 1/4 × 29 1/2 in. (76.8 × 74.9 cm);
Frame: 45 1/4 × 32 3/4 in. (114.9 × 83.2 cm)",,,,False,True,False,,,,"[{""elementName"": ""Framed"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 114.93523, ""Width"": 83.185165}}, {""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 76.8, ""Width"": 74.9}}]","Colored, stained, and enameled glass",2025-01-31T04:54:36.6Z,1529,1529,1529,198988,Panel,https://www.metmuseum.org/art/collection/search/198988,https://www.wikidata.org/wiki/Q116310195,,,https://images.metmuseum.org/CRDImages/es/original/DT230686.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DT230686.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,,Saint Gerard with Gérard de Haraucourt (one of a set of four)
553,41.188,1941,"[""https://images.metmuseum.org/CRDImages/es/original/DP106722.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP106723.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP106724.jpg""]",,,,,,,,,,,,,,Woodwork-Furniture,,,,"Gift of Robert Lehman, 1941",,European Sculpture and Decorative Arts,35 3/8 x 48 5/8 x 23 in. (89.9 x 123.5 x 58.4 cm.),,,,False,True,True,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Depth"": 58.4, ""Height"": 89.9, ""Width"": 123.5}}]","Wood, carved, painted, and partly gilded; black granite top not original to table",2025-01-31T04:54:36.6Z,1770,ca. 1775–80,1785,198909,Table,https://www.metmuseum.org/art/collection/search/198909,https://www.wikidata.org/wiki/Q116310346,,,https://images.metmuseum.org/CRDImages/es/original/DP106721.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP106721.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Hieroglyphs"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300028721"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q193762""}]",Table
534,41.190.269,1941,"[""https://images.metmuseum.org/CRDImages/es/original/DP-13510-002.jpg""]","Poggini, Domenico",1520,"Italian, Florence 1520–1590 Rome",Domenico Poggini,1590,,Italian,,Artist,,http://vocab.getty.edu/page/ulan/500000281,https://www.wikidata.org/wiki/Q3713189,,Sculpture,"[{""constituentID"": 33627, ""role"": ""Artist"", ""name"": ""Domenico Poggini"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500000281"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q3713189"", ""gender"": """"}]",,,"Bequest of George Blumenthal, 1941",,European Sculpture and Decorative Arts,Overall (confirmed): 54 × 21 × 18 in. (137.2 × 53.3 × 45.7 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": ""confirmed"", ""elementMeasurements"": {""Depth"": 45.720093, ""Height"": 137.16028, ""Width"": 53.340107}}]",Marble,2025-01-31T04:54:36.6Z,1554,1554,1554,198962,Statue,https://www.metmuseum.org/art/collection/search/198962,https://www.wikidata.org/wiki/Q116240786,,,https://images.metmuseum.org/CRDImages/es/original/DP-13510-001.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP-13510-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Bacchus"", ""AAT_URL"": ""http://vocab.getty.edu/page/ia/901001409"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q645312""}]",Bacchus
544,41.190.449,1941,"[""https://images.metmuseum.org/CRDImages/es/original/130185.jpg""]",,,,,,,,,,,,,,Glass-Stained,,,,"Bequest of George Blumenthal, 1941",,European Sculpture and Decorative Arts,"Overall: 44 3/4 × 29 1/2 in. (113.7 × 74.9 cm);
Frame: 47 1/2 × 32 3/4 in. (120.7 × 83.2 cm)",,,,False,True,False,,,,"[{""elementName"": ""Framed"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 120.65024, ""Width"": 83.185165}}, {""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 113.7, ""Width"": 74.9}}]","Colored, stained, and enameled glass",2025-01-31T04:54:36.6Z,1529,1529,1529,198989,Panel,https://www.metmuseum.org/art/collection/search/198989,https://www.wikidata.org/wiki/Q116310196,,,https://images.metmuseum.org/CRDImages/es/original/DT230686.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DT230686.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,,Madeleine de Grandpré as donor (one of a set of four)
546,41.205.1,1941,"[""https://images.metmuseum.org/CRDImages/es/original/DP158382.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP105680.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP105681.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP107111.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP158815.jpg""]",Sené Jean-Baptiste-Claude,1748,1748–1803,Jean-Baptiste-Claude Sené,1803,,,,Maker,,http://vocab.getty.edu/page/ulan/500017667,https://www.wikidata.org/wiki/Q3163770,,Woodwork-Furniture,"[{""constituentID"": 34112, ""role"": ""Maker"", ""name"": ""Jean-Baptiste-Claude Sené"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500017667"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q3163770"", ""gender"": """"}, {""constituentID"": 36401, ""role"": ""Maker"", ""name"": ""painted and gilded by Louis-François Chatard"", ""constituentULAN_URL"": """", ""constituentWikidata_URL"": """", ""gender"": """"}]",,,"Gift of Ann Payne Blumenthal, 1941",,European Sculpture and Decorative Arts,confirmed: 35 3/4 × 72 1/2 × 31 3/4 in. (90.8 × 184.2 × 80.6 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": ""Historic dimensions, superceded"", ""elementMeasurements"": {""Depth"": 80, ""Height"": 92.71018, ""Width"": 175.3}}, {""elementName"": ""Overall"", ""elementDescription"": ""confirmed"", ""elementMeasurements"": {""Depth"": 80.645164, ""Height"": 90.80518, ""Length"": 184.15038}}]","Carved, painted and gilded walnut; modern cotton twill embroidered in silk",2025-01-31T04:54:36.6Z,1788,1788,1788,199032,Daybed,https://www.metmuseum.org/art/collection/search/199032,https://www.wikidata.org/wiki/Q116310085,,,https://images.metmuseum.org/CRDImages/es/original/DP158381.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP158381.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,,Daybed (Lit de repos or sultane) (part of a set)
544,41.190.493a,1941,,"Castille, Nicolas",1503,active 1503–21,Nicolas Castille,1521,,,Craftsmen supervised by,Maker,,http://vocab.getty.edu/page/ulan/500074636,,,Woodwork,"[{""constituentID"": 47339, ""role"": ""Maker"", ""name"": ""Craftsmen supervised by Nicolas Castille"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500074636"", ""constituentWikidata_URL"": """", ""gender"": """"}]",,,"Bequest of George Blumenthal, 1941",,European Sculpture and Decorative Arts,23 × 9 1/4 in. (58.4 × 23.5 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 58.420116, ""Width"": 23.495047}}]",Carved oak,2023-02-07T04:46:51.34Z,1505,ca. 1510,1515,199011,Panel,https://www.metmuseum.org/art/collection/search/199011,https://www.wikidata.org/wiki/Q116310103,,,https://images.metmuseum.org/CRDImages/es/original/129561.jpg,https://images.metmuseum.org/CRDImages/es/web-large/129561.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Men"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025928"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q8441""}, {""term"": ""Profiles"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300123319"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q4382010""}, {""term"": ""Putti"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300250465"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q284865""}]",Panel (part of a set)
544,41.100.386a–c,1941,"[""https://images.metmuseum.org/CRDImages/es/original/125214.jpg""]",,,,,,,,,,,,,,Metalwork-Silver,,,,"Gift of George Blumenthal, 1941",,European Sculpture and Decorative Arts,"Length (.386a): 31 1/4 in. (79.4 cm);
Length (each, .386b, c): 6 3/4 in. (17.1 cm)",,,,False,True,False,,,,"[{""elementName"": ""Length"", ""elementDescription"": ""each, .386b, c"", ""elementMeasurements"": {""Length"": 17.145035}}, {""elementName"": ""Length"", ""elementDescription"": "".386a"", ""elementMeasurements"": {""Length"": 79.37516}}]",Silver gilt,2023-02-07T04:46:51.34Z,1585,late 16th or early 17th century,1615,198822,Girdle,https://www.metmuseum.org/art/collection/search/198822,https://www.wikidata.org/wiki/Q116310543,,,https://images.metmuseum.org/CRDImages/es/original/125040.jpg,https://images.metmuseum.org/CRDImages/es/web-large/125040.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,,Girdle
010,41.190.440,1941,"[""https://images.metmuseum.org/CRDImages/es/original/cdi41-190-440.jpg""]",,,,,,,,,,,,,,Glass-Stained,,,,"Bequest of George Blumenthal, 1941",,European Sculpture and Decorative Arts,Diameter: 10 in. (25.4 cm),,,,False,True,False,,,,"[{""elementName"": ""Diameter"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 25.400051}}]","Colorless glass, vitreous paint and silver stain",2025-01-31T04:54:36.6Z,1532,"1532, possibly some 19th century",1532,198987,Roundel,https://www.metmuseum.org/art/collection/search/198987,https://www.wikidata.org/wiki/Q116399172,,,https://images.metmuseum.org/CRDImages/es/original/LC-41_190_440.jpg,https://images.metmuseum.org/CRDImages/es/web-large/LC-41_190_440.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Men"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025928"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q8441""}, {""term"": ""Coat of Arms"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300126352"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q14659""}]",The Prodigal is Given the Best Coat (one of eight scenes from the story of the Prodigal Son)
500,"41.100.85a, b",1941,,,,,,,,,,,,,,,Sculpture,,,,"Gift of George Blumenthal, 1941",,European Sculpture and Decorative Arts,"a) H. 15-5/8 in. (39.7 cm);
b) H. 18-1/4 in. (46.4 cm)",,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 39.7}}]",Partially gilt copper,2023-02-07T04:46:51.34Z,1485,late 15th century,1499,198748,Statuette,https://www.metmuseum.org/art/collection/search/198748,https://www.wikidata.org/wiki/Q116374085,,,https://images.metmuseum.org/CRDImages/es/original/124697.jpg,https://images.metmuseum.org/CRDImages/es/web-large/124697.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Saint John the Baptist"", ""AAT_URL"": ""http://vocab.getty.edu/page/ia/901001056"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q40662""}, {""term"": ""Cross"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300235443"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q40843""}]",John the Baptist
526,"41.190.60a, b",1941,,,,,,,,,,,,,,,Natural Substances-Ivory,,,,"Bequest of George Blumenthal, 1941",,European Sculpture and Decorative Arts,H. 15 x W. 9 x D. 6-1/2 in.  (38.1 x 22.9 x 16.5 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Depth"": 16.5, ""Height"": 38.1, ""Width"": 22.9}}]",Ivory and gilt bronze,2025-01-31T04:54:36.6Z,1781,ca. 1786,1791,198934,Vase with cover,https://www.metmuseum.org/art/collection/search/198934,https://www.wikidata.org/wiki/Q116310356,,,https://images.metmuseum.org/CRDImages/es/original/DP170886.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP170886.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Caryatids"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300001583"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q208120""}]",Vase with cover (Vase en ivoire) (one of a pair)
534,41.190.527,1941,,,,,,,,,,,,,,,Sculpture-Architectural,,,,"Bequest of George Blumenthal, 1941",,European Sculpture and Decorative Arts,H. 49 in. (124.5 cm.); W. 29 in. (73.7 cm.),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 124.5, ""Width"": 73.7}}]",Marble,2023-02-07T04:46:51.34Z,1515,ca. 1520,1525,199013,Armorial shield,https://www.metmuseum.org/art/collection/search/199013,https://www.wikidata.org/wiki/Q116310101,,,https://images.metmuseum.org/CRDImages/es/original/134402.jpg,https://images.metmuseum.org/CRDImages/es/web-large/134402.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Shields"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300036869"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q131559""}, {""term"": ""Coat of Arms"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300126352"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q14659""}]",Armorial shield
